time_of_run, BATCH_SIZE, TRAIN_SPLIT, NUM_FEATURES, NUM_UNITS, NUM_USERS, NUM_EPOCHS, EPSILON, DELTA, NORMCLIP, SIGMA, RHO, w_map, w_distortion, w_distance, w_density, w_ID, w_loc, MAP_PARAMS, NUM_GRIDS, AD_LAYERS, GAP_LAYERS, PRIVATIZER, train_a_loss, train_p_loss, u_estimate_acc, loc_estimate_error, test_a_loss, signal_map_error, distortion_error, loc_error, density_error,
2019-05-16 21:04:08.505287,128,0.7,24,32,9,1,0.01,0.00001,7,0,1,2,1,1,0,1,1,2,4,3,3,  gap_privatizer,0.09930653,1.0501839017,96.09375,0.0295706141,0.2026014564,0.0085603015,0.0592132614,0.0206476315,0.4802246094,
2019-05-16 21:09:38.638438,128,0.7,24,32,9,1,0.01,0.00001,7,0,0.9,2,1,1,0,1,1,2,4,3,3,  gap_privatizer,0.1718380724,0.436404358,96.484375,0.0183876484,0.0968324348,0.0229911441,0.0506946846,0.0146595734,1.1013183594,
2019-05-16 21:23:49.833588,128,0.7,24,32,9,2,0.01,0.00001,7,0,0.9,2,1,1,0,1,1,2,4,3,3,  gap_privatizer,0.0723680425,0.6080555989,98.4375,0.0101993943,0.1208536951,0.05030263,0.1307782977,0.0105156136,0.0629882813,
2019-05-17 12:09:33.933509,128,0.7,24,32,9,3,0.01,0.00001,7,0,0,2,1,1,0,1,1,2,4,3,3,  gap_privatizer,2.641643797,-16.7831953059,39.453125,0.9616692998,1.5872102763,110.604042042,17914.9366369584,59375.3507655396,8.9829101563,
2019-05-24 06:36:43.354015,128,0.7,24,32,9,3,0.01,0.00001,7,0.001,0,2,1,1,1,1,1,2,4,3,3, <function noise_privatizer at 0x7f4eb59d7d08>,0.0245263936,-0.2206094777,99.609375,0.0027719574,0.0204433873,6.20838582031192E-07,9.85385103179046E-07,0.00000101,0,
2019-05-24 06:46:52.752656,128,0.7,24,32,9,3,0.01,0.00001,7,0,0,2,1,1,1,1,1,2,4,3,3, <function noise_privatizer at 0x7f4eb59ed730>,0.0158003554,-0.1083900582,99.21875,0.0034032063,0.0184143049,0,0,0,0,
2019-05-24 06:58:15.481075,128,0.7,24,32,9,3,0.01,0.00001,7,0.1,0,2,1,1,1,1,1,2,4,3,3, <function noise_privatizer at 0x7f4eb96298c8>,0.04431299,-0.3665987966,98.828125,0.0071884282,0.0247733346,0.0024129753,0.0098508884,0.010001978,0.203125,
2019-05-24 07:06:47.809662,128,0.7,24,32,9,3,0.01,0.00001,7,0.2,0,2,1,1,1,1,1,2,4,3,3, <function noise_privatizer at 0x7f4eb595e2f0>,0.099526787,-0.7753037365,98.828125,0.022036377,0.0501361547,0.0310547268,0.0394153551,0.0406551666,0.2414550781,
2019-05-24 07:21:12.795025,128,0.7,24,32,9,3,0.01,0.00001,7,0.3,0,2,1,1,1,1,1,2,4,3,3, <function noise_privatizer at 0x7f4eb9629840>,0.2026908996,-1.6318259309,94.921875,0.0346333238,0.1345575163,0.052707421,0.0900725439,0.1005723091,0.6577148438,
2019-05-24 07:36:18.239041,128,0.7,24,32,9,3,0.01,0.00001,7,0.4,0,2,1,1,1,1,1,2,4,3,3, <function noise_privatizer at 0x7f4eb160a378>,0.3387065359,-2.869965802,88.671875,0.055388386,0.3310395121,0.0159156078,0.1574080857,0.1567992465,0.4963378906,
2019-05-24 07:52:01.663808,128,0.7,24,32,9,3,0.01,0.00001,7,0.5,0,2,1,1,1,1,1,2,4,3,3, <function noise_privatizer at 0x7f4eb160c488>,0.3757003351,-2.8892492124,85.9375,0.0697719392,0.3769140018,0.0148383896,0.2516702618,0.2494294358,1.103515625,
2019-05-24 08:45:53.335553,128,0.7,24,32,9,3,0.01,0.00001,7,0.6,0,2,1,1,1,1,1,2,4,3,3, <function noise_privatizer at 0x7f4eb1608950>,0.5861412888,-4.902692258,84.765625,0.0921111383,0.4258828767,0.0398813106,0.3558435027,0.3332060288,0.720703125,
2019-05-24 09:00:17.544893,128,0.7,24,32,9,3,0.01,0.00001,7,0.7,0,2,1,1,1,1,1,2,4,3,3, <function noise_privatizer at 0x7f4eb160aa60>,0.6638634988,-5.477414658,77.734375,0.1157834039,0.5183816286,0.0607979323,0.4919041667,0.457478846,1.6623535156,
2019-05-24 10:11:12.807934,128,0.7,24,32,9,3,0.01,0.00001,7,0.8,0,2,1,1,1,1,1,2,4,3,3, <function noise_privatizer at 0x7f4eb1551400>,0.9264159955,-7.5482876364,75.390625,0.1409444706,0.578896477,0.1473512092,0.6588065541,0.5855922723,0.5612792969,
2019-05-24 10:19:25.873558,128,0.7,24,32,9,3,0.01,0.00001,7,0.9,0,2,1,1,1,1,1,2,4,3,3, <function noise_privatizer at 0x7f4eb15679d8>,0.7886386807,-6.1849756388,71.875,0.1895205496,0.7498846104,0.0781978594,0.8161739538,0.7816189708,1.869140625,
2019-05-24 10:29:29.678339,128,0.7,24,32,9,3,0.01,0.00001,7,1,0,2,1,1,1,1,1,2,4,3,3, <function noise_privatizer at 0x7f4eb16088c8>,1.0731358795,-8.4471479006,70.703125,0.2154308613,0.6845234876,0.0594765215,0.9752953651,0.9655606685,1.5913085938,
2019-05-24 11:37:20.159617,128,0.7,24,32,9,5,0.01,0.00001,7,1,0,2,1,1,1,1,1,2,4,3,3,  gap_privatizer,2.7771404169,-16.6063641566,33.7779458229,0.8581465416,1.6796755656,3.9258254876,6713.6786917509,2381.6774450375,6.6071262871,
2019-05-24 11:51:56.223008,128,0.7,24,32,9,5,0.01,0.00001,7,1,0.001,2,1,1,1,1,1,2,4,3,3,  gap_privatizer,1.9107147284,-14.3052816028,40.0012728171,0.4733097182,1.5553431297,0.781562046,18.1706617464,3.7824821508,6.1695668889,
2019-06-02 23:24:20.395338,128,0.7,24,32,9,5,0.01,0.00001,7,1,0.0015,2,1,1,1,1,1,2,4,3,3,  gap_privatizer,2.065271479,-15.5932401809,36.6174510714,0.42969158,1.5709616468,0.4927206695,19.4738077421,7.819575835,8.4014032006,
2019-06-02 22:27:23.392219,128,0.7,24,32,9,5,0.01,0.00001,7,1,0.0025,2,1,1,1,1,1,2,4,3,3,  gap_privatizer,2.1383875766,-15.4931546816,31.8013357093,0.55695404,1.6731598085,0.2990393513,7.1079437446,1.6853986398,6.7838228306,
2019-06-02 22:07:03.069900,128,0.7,24,32,9,5,0.01,0.00001,7,1,0.005,2,1,1,1,1,1,2,4,3,3,  gap_privatizer,2.2609018746,-16.8948789935,32.3718572648,0.4888541902,1.6843105807,0.221123179,1.9161965419,0.8932317248,10.4072859607,
2019-05-24 12:22:13.516686,128,0.7,24,32,9,5,0.01,0.00001,7,1,0.01,2,1,1,1,1,1,2,4,3,3,  gap_privatizer,2.4165678615,-16.7106745337,31.3655830251,0.7546271023,1.6814755178,0.0710013953,1.8323139127,0.9348664211,9.0446384474,
 2019-06-02 23:59:21.058821,128,0.7,24,32,9,5,0.01,0.00001,7,1,0.05,2,1,1,1,1,1,2,4,3,3,  gap_privatizer,2.3209279142,-14.5384680918,35.0616193229,0.5382948618,1.6588166453,0.0577698316,1.3256387952,0.8126897299,6.8050060053,
2019-06-03 22:41:32.052796,128,0.7,24,32,9,5,0.01,0.00001,7,1,0.1,2,1,1,1,1,1,2,4,3,3,  gap_privatizer,2.2720276738,-13.544722362,34.6662973001,0.5947400598,1.9093518438,0.057831273,1.098419519,0.7278688794,6.4990762879,
2019-06-03 23:02:20.637473,128,0.7,24,32,9,5,0.01,0.00001,7,1,0.25,2,1,1,1,1,1,2,4,3,3,  gap_privatizer,1.7909507787,-5.9621593264,47.5266168521,0.3554070388,1.354917095,0.0530012579,0.70249186,0.4897836055,7.3388026446,
 2019-06-05 23:30:49.683130,128,0.7,24,32,9,5,0.01,0.00001,7,1,0.5,2,1,1,1,1,1,2,4,3,3,  gap_privatizer,0.8128498687,-1.5271327301,70.2587562331,0.0936658691,0.6664993173,0.0315316407,0.2340121433,0.1319262504,1.3231664197,
2019-06-06 00:22:10.176073,128,0.7,24,32,9,5,0.01,0.00001,7,1,0.75,2,1,1,1,1,1,2,4,3,3,  gap_privatizer,0.2987743096,0.2341723624,87.5540947275,0.0249913646,0.2848408605,0.0132322009,0.0749072606,0.0314676078,1.1051759683,
2019-06-06 00:36:31.347217,128,0.7,24,32,9,5,0.01,0.00001,7,1,0.99,2,1,1,1,1,1,2,4,3,3,  gap_privatizer,0.0392643208,0.4581901135,98.5123014031,0.010997054,0.0540057169,0.0110516067,0.0601383933,0.0242816635,1.1627917527,
2019-06-06 00:49:40.958081,128,0.7,24,32,9,5,0.01,0.00001,7,1,0.999,2,1,1,1,1,1,2,4,3,3,  gap_privatizer,0.0628668985,0.9816565473,98.2405175125,0.0139185012,0.0697802578,0.0152751817,0.0620522188,0.0627962363,0.904925467,
2019-06-08 22:20:33.594536,128,0.7,24,32,9,5,0.01,0.00001,7,1,1,2,1,1,1,1,1,2,4,3,3,  gap_privatizer,0.0247577779,0.5296935338,98.7140803522,0.0091152272,0.0481996525,0.0092575441,0.0570758521,0.0161650816,0.6272080228,
2019-06-08 22:44:39.429309,128,0.7,24,32,9,5,0.01,0.00001,7,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7feb9f193158>,0.0034983742,-0.024091101,45.5428939369,1.1511684504,4.7609071692,0.0986635413,0.9991246325,0.9957421412,2.705463044,
2019-06-08 22:57:35.011689,128,0.7,24,32,9,5,0.01,0.00001,7,0.1,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7feb9f189158>,0.0481833001,-0.3790160019,47.2664380587,0.6479581473,4.1378819434,0.0992207301,0.9995137163,0.998628355,2.7189160343,
2019-06-08 23:10:24.730273,128,0.7,24,32,9,5,0.01,0.00001,7,0.2,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7feb9f193158>,0.0825216222,-0.5878414096,53.6425031072,0.5239749331,2.8573584547,0.1006160241,0.9990192358,0.9968794512,2.6856656714,
2019-06-08 23:23:36.131200,128,0.7,24,32,9,5,0.01,0.00001,7,0.3,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7feb9f19f158>,0.207727094,-1.7047396548,58.1280603765,0.4578506847,2.1289808422,0.1031118509,0.9996118698,1.0005917258,2.6682947385,
2019-06-08 23:37:15.653661,128,0.7,24,32,9,5,0.01,0.00001,7,0.4,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7feb9f193158>,0.3495316922,-2.9622357333,62.4496488522,0.3582122173,1.4770962485,0.0997859523,1.0010895739,1.0005382723,2.6630064281,
 2019-06-09 00:52:43.822096,128,0.7,24,32,9,5,0.01,0.00001,7,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7ff8f5861158>,0.0779195641,-0.7575132025,99.3755708959,0.0241847598,0.02471018,0,0,0,0,
2019-06-09 01:05:13.162174,128,0.7,24,32,9,5,0.01,0.00001,7,0.1,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7ff8f586b158>,0.073992641,-0.6603350729,99.1794073165,0.0084606084,0.0317771642,0.0050604144,0.0099919698,0.0100166293,0.4428215173,
2019-06-09 09:32:20.836383,128,0.7,24,32,9,5,0.01,0.00001,7,0.2,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7ff8f5861158>,0.1554264859,-1.3606063711,96.9456132732,0.0162800789,0.09023839,0.0182482148,0.0399983206,0.0399642694,0.8009070619,
2019-06-09 09:43:56.868205,128,0.7,24,32,9,5,0.01,0.00001,7,0.3,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7ff8f5855158>,0.2552969828,-2.054968622,93.3341818781,0.0280741354,0.1827653837,0.0321292035,0.0899895502,0.0899596722,1.063238502,
2019-06-09 09:54:57.496264,128,0.7,24,32,9,5,0.01,0.00001,7,0.4,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7ff8f5861158>,0.2633757956,-2.1993161959,89.8088528174,0.0440795904,0.2648285672,0.0499954701,0.159925557,0.1598949769,1.3660729653,
2019-06-09 10:09:54.199420,128,0.7,24,32,9,5,0.01,0.00001,7,0.5,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7ff8f5863158>,0.5312745988,-4.3442147336,86.1408933679,0.06726513,0.3559288156,0.0654836851,0.2496311417,0.2498014188,1.6007033308,
2019-06-09 10:24:32.852850,128,0.7,24,32,9,5,0.01,0.00001,7,0.6,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7ff8f5855158>,0.7203639547,-5.6193223738,82.4422365643,0.0989882849,0.444650101,0.076302576,0.3601374576,0.3608795407,1.8291829427,
2019-06-09 10:39:11.260232,128,0.7,24,32,9,5,0.01,0.00001,7,0.7,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7ff8f5861158>,0.7621325807,-6.2286329871,79.1598658301,0.116459598,0.5269250228,0.083373329,0.4893985616,0.4902374757,2.1064027516,
2019-06-09 10:53:44.684068,128,0.7,24,32,9,5,0.01,0.00001,7,0.8,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7ff8f5863158>,0.7241827644,-5.8721805347,75.4331321783,0.1447236422,0.6144605933,0.0902877376,0.6394496366,0.6418329149,2.3734897891,
2019-06-09 11:08:38.090394,128,0.7,24,32,9,5,0.01,0.00001,7,0.9,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7ff8f5855158>,0.8124939655,-6.3357287747,72.6149653345,0.1798731227,0.6854427148,0.0997177146,0.8093690149,0.811074617,2.4933483372,
2019-06-09 18:03:21.689746,128,0.1,24,32,9,5,0.01,0.00001,7,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7fdf1d0b7158>,0.0265420513,-0.2380937967,98.6200581816,0.1618090688,0.0799133193,0,0,0,0,
2019-06-09 18:07:21.587458,128,0.2,24,32,9,5,0.01,0.00001,7,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7fdf1d0b9158>,0.2109833469,-0.9699227248,98.7436565321,0.153285605,0.0664896952,0,0,0,0,
2019-06-09 18:12:47.205244,128,0.3,24,32,9,5,0.01,0.00001,7,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7fdf1d0ae158>,0.01959026,-0.1641735616,99.2110159433,0.3530312887,0.0528266279,0,0,0,0,
2019-06-09 18:19:56.724086,128,0.4,24,32,9,5,0.01,0.00001,7,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7fdf1d0b7158>,0.0530922929,-0.5117291664,99.277100768,0.0099738016,0.0317529175,0,0,0,0,
2019-06-09 18:28:49.705422,128,0.5,24,32,9,5,0.01,0.00001,7,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7fdf1d0b9158>,0.0050326154,-0.0328229174,99.2755315613,0.0444713337,0.0325870171,0,0,0,0,
2019-06-09 18:39:28.428555,128,0.6,24,32,9,5,0.01,0.00001,7,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7fdf1d0b7158>,0.0134092199,-0.1248818328,99.3573979248,0.0017490085,0.0265233717,0,0,0,0,
2019-06-09 18:51:25.990409,128,0.7,24,32,9,5,0.01,0.00001,7,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7fdf1d0b6158>,0.0447887437,-0.4243332481,99.264012219,0.2145471042,0.0360542474,0,0,0,0,
2019-06-09 19:05:15.955037,128,0.8,24,32,9,5,0.01,0.00001,7,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7fdf1d0b7158>,0.0055272804,-0.0431932389,99.3585711076,0.0222419037,0.0362758341,0,0,0,0,
2019-06-09 19:19:56.230741,128,0.9,24,32,9,5,0.01,0.00001,7,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7fdf1d0b2158>,0.030651439,-0.2668707597,99.4086964342,0.0081505439,0.0237547368,0,0,0,0,
2019-06-09 19:36:53.108278,128,0.01,24,32,9,5,0.01,0.00001,7,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7fd06443b158>,0.7853503636,-7.2765839393,79.6769569586,0.2172098874,0.678081942,0,0,0,0,
2019-06-09 19:39:38.428523,128,0.05,24,32,9,5,0.01,0.00001,7,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7fd064443158>,0.145762213,-1.3311107227,97.4475578194,0.2483161015,0.1271716881,0,0,0,0,
2019-06-09 19:42:53.301387,128,0.95,24,32,9,5,0.01,0.00001,7,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7fd064444158>,0.0985537456,-0.9499284449,99.383077408,0.0017358654,0.0242620934,0,0,0,0,
2019-06-09 19:57:52.301651,128,0.99,24,32,9,5,0.01,0.00001,7,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7fd064443158>,0.0018237261,-0.0123508685,99.5672967433,0.0024829473,0.0170063847,0,0,0,0,
2019-06-09 20:14:07.077269,128,0.01,24,32,9,1,0.01,0.00001,7.154,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f6dcb03b1e0>,2.8341535424,-19.9215194197,30.9298459291,0.7479147129,1.9784687531,0,0,0,0,
2019-06-09 20:16:40.751427,128,0.05,24,32,9,1,0.01,0.00001,7.154,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f6dcb034d90>,0.8766313498,-8.0863799348,79.1148350804,0.4371974771,0.7159129964,0,0,0,0,
2019-06-09 20:19:08.602653,128,0.1,24,32,9,1,0.01,0.00001,7.154,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f6dcb03a1e0>,0.38684604,-3.2279236412,93.9035313138,0.3053092042,0.3522914086,0,0,0,0,
2019-06-09 20:21:40.340544,128,0.2,24,32,9,1,0.01,0.00001,7.154,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f6dcb0342f0>,0.15708683,-1.4286531713,96.7858826964,0.2329273776,0.1635045312,0,0,0,0,
2019-06-09 20:24:21.544259,128,0.3,24,32,9,1,0.01,0.00001,7.154,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f6dcb03ad90>,0.2531871611,-0.5973344383,97.5916658647,0.188953998,0.1114485196,0,0,0,0,
2019-06-09 20:27:07.544574,128,0.4,24,32,9,1,0.01,0.00001,7.154,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f6dcb036d90>,0.0501222597,-0.3905716349,97.9755827358,0.0114238747,0.0967492842,0,0,0,0,
2019-06-09 20:29:48.056266,128,0.5,24,32,9,1,0.01,0.00001,7.154,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f6dcb03a598>,0.0171997032,-0.1401568388,98.4235063733,0.0234437438,0.0782403662,0,0,0,0,
2019-06-09 20:32:29.821443,128,0.6,24,32,9,1,0.01,0.00001,7.154,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f6dcb0368c8>,0.0413760848,-0.239371232,98.852075192,0.0143360846,0.0643209915,0,0,0,0,
2019-06-09 20:35:24.210654,128,0.7,24,32,9,1,0.01,0.00001,7.154,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f6dcb03aa60>,0.1049005535,-0.9926608652,98.8634491846,0.0282170323,0.058559657,0,0,0,0,
2019-06-09 20:38:32.104574,128,0.8,24,32,9,1,0.01,0.00001,7.154,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f6dcb0361e0>,0.1257784033,-1.1730959514,98.7401707481,0.0066802003,0.0590161738,0,0,0,0,
2019-06-09 20:40:51.893032,128,0.9,24,32,9,1,0.01,0.00001,7.154,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f6dcb03a378>,0.0247590408,-0.2041446104,98.8432483475,0.0064906426,0.0567328565,0,0,0,0,
2019-06-09 20:44:13.785111,128,0.95,24,32,9,1,0.01,0.00001,7.154,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f6dcb0366a8>,0.1106368501,-1.0168646211,99.0948799928,1.0948696732,0.0997672206,0,0,0,0,
2019-06-09 20:47:00.376662,128,0.99,24,32,9,1,0.01,0.00001,7.154,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f6dcb03a840>,0.0054426845,-0.036603694,98.6677294466,0.0052745352,0.0456472101,0,0,0,0,
2019-06-10 00:58:35.958098,128,0.7,24,32,9,5,0.01,0.00001,7.154,1,0,2,1,1,1,1,1,2,4,3,3,  gap_privatizer,3.0706105553,-17.8156460758,32.5283388988,0.9977923756,1.6905193304,369.1297772784,24029.7866354825,6614.8342797974,8.0399137183,
2019-06-10 01:30:29.414908,128,0.7,24,32,9,5,0.01,0.00001,7.154,1,0.001,2,1,1,1,1,1,2,4,3,3,  gap_privatizer,2.2172343742,-16.5944081364,30.9590302631,0.6583838667,1.721938661,0.9802801797,14.1465525557,2.313242157,8.1012192065,
2019-06-10 09:52:05.002185,128,0.7,24,32,9,5,0.01,0.00001,7.154,1,0.001,2,1,1,1,1,1,2,4,3,3, <function noise_privatizer at 0x7f4eb5a5a6a8>,1.0321999928,-7.3594270088,69.7316602028,0.2171259678,0.7583670488,0.0972516037,0.9997242177,0.9961387247,2.678966303,
2019-06-10 10:26:33.119714,128,0.7,24,32,9,4,0.01,0.00001,7,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f988eb241e0>,0.013866743,-0.1210613737,99.3819349815,0.0068545911,0.0263590493,0,0,0,0,
2019-06-10 10:36:46.800791,128,0.7,24,32,9,4,0.01,0.00001,7,0.1,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f988eb2dd90>,0.0623324545,-0.5215781368,99.1801560324,0.0092362786,0.0337423257,0.0042526572,0.0099921941,0.0100090491,0.4339627672,
2019-06-10 10:46:57.219138,128,0.7,24,32,9,4,0.01,0.00001,7,0.2,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f988eb26d90>,0.034882137,-0.1515712886,96.980802923,0.0174286208,0.0900809785,0.0162586648,0.0399750782,0.0400390978,0.8108064498,
2019-06-10 10:58:02.861337,128,0.7,24,32,9,4,0.01,0.00001,7,0.3,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f988eb29d90>,0.1569046662,-1.1842455517,93.3023614501,0.0291646685,0.1835809084,0.0331137662,0.0899391729,0.0901343587,1.0241441982,
2019-06-10 11:08:30.928186,128,0.7,24,32,9,4,0.01,0.00001,7,0.4,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f988eb262f0>,0.3008200081,-2.4271326989,89.674832662,0.0454409372,0.2713450755,0.0441309726,0.1598233813,0.1596953884,1.254771967,
2019-06-10 11:19:14.169708,128,0.7,24,32,9,4,0.01,0.00001,7,0.5,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f988eb292f0>,0.3347812869,-2.5307650359,85.9282580375,0.0644441189,0.3587722809,0.0576810791,0.2497882863,0.2502336038,1.6105030981,
2019-06-10 11:29:21.356415,128,0.7,24,32,9,4,0.01,0.00001,7,0.6,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f988eb2bd90>,0.4039093571,-2.7214229098,82.0311915066,0.0951104768,0.4576061979,0.0692762462,0.3598525475,0.3607341417,1.8940350178,
2019-06-10 11:40:02.979144,128,0.7,24,32,9,4,0.01,0.00001,7,0.7,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f988eb25d90>,0.4746161617,-3.7305900601,78.8528922897,0.1196374109,0.5353733047,0.0792365547,0.4896603242,0.4896457663,2.0879271058,
2019-06-10 11:49:54.370103,128,0.7,24,32,9,4,0.01,0.00001,7,0.8,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f988eb2b8c8>,0.7829957755,-6.1960671808,75.7097827226,0.1503637186,0.6114498934,0.0826541603,0.6394038662,0.6410201967,2.346620757,
2019-06-10 12:00:30.622394,128,0.7,24,32,9,4,0.01,0.00001,7,0.9,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f988eb251e0>,0.7443634751,-5.5487981295,72.6321858014,0.1867383906,0.6887904797,0.0901679361,0.8097268547,0.8110377885,2.6120310816,
2019-06-10 12:13:27.080541,128,0.7,24,32,9,4,0.01,0.00001,7,1,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.noise_privatizer at 0x7f988eb2b1e0>,0.93715108,-6.7957460641,69.5927733936,0.2238187831,0.7595373182,0.0974046626,0.999871156,1.0018851912,2.7527580407,
2019-06-23 10:48:10.710101,128,0.7,24,32,9,4,1,0.00001,7.154,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.dp_privatizer at 0x7f39df4dc0d0>,2.5407149726,4.3834625978,32.5242209611,0.9965505458,1.6891866373,2.0717500767,715.5886990604,715.5244938574,3.655901094,
2019-06-23 10:58:17.155933,128,0.7,24,32,9,4,2,0.00001,7.154,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.dp_privatizer at 0x7f39df4d10d0>,2.7005542469,-10.5001018688,32.5171081595,0.989246533,1.6789384186,0.7024075222,203.9573319707,204.1891946068,3.6662658458,
2019-06-23 11:06:37.452930,128,0.7,24,32,9,4,3,0.00001,7.154,0,0.0015,2,1,1,1,1,1,2,4,3,3, <function THEWHOLETHING.<locals>.dp_privatizer at 0x7f39df4cd0d0>,2.504705331,-12.9192400785,32.5624054746,0.9780909054,1.6667744731,0.4172398841,101.7997165135,101.5171408045,3.6628843578,
